Portal,Título,Resumo,Data,URL
Joven Pan,"Entre sol e nuvens, São Paulo terá chuva e temperaturas amenas no fim de semana","Devido às instabilidades registradas em todas as regiões do estado, a Defesa Civil emitiu na última quinta-feira (24) um alerta para a possibilidade de tempestades, que podem se prolongar nos próximos dias",2025-04-25 08:00:09,https://jovempan.com.br/noticias/brasil/entre-sol-e-nuvens-sao-paulo-tera-chuva-e-temperaturas-amenas-no-fim-de-semana.html
Joven Pan,Angra dos Reis declara estado de emergência após intensas chuvas e deslizamentos,"Intensas chuvas em Angra dos Reis deixam 346 desalojados e provocam deslizamentos, levando a um estado de emergência na cidade.",2025-04-05 19:01:00,https://jovempan.com.br/noticias/brasil/angra-dos-reis-declara-estado-de-emergencia-apos-intensas-chuvas-e-deslizamentos.html
Joven Pan,Defesa Civil alerta para novas chuvas no RS para o final desta semana,"De acordo com o comunicado, tanto a Defesa Civil quanto a Sala de Situação do estado monitoram o avanço de uma frente fria",2024-06-10 09:04:08,https://jovempan.com.br/noticias/brasil/defesa-civil-alerta-para-novas-chuvas-no-rs-para-o-final-desta-semana.html
Joven Pan,"Fortes chuvas alagam cidades, causam deslizamentos e deixam ao menos 13 mortos no Estado do RJ","Em Angra dos Reis, morreram uma criança e um adolescente, e 13 pessoas estão desaparecidas; Nova Iguaçu, Paraty e Mesquita também foram drasticamente atingidas",2022-04-02 12:05:02,https://jovempan.com.br/noticias/brasil/fortes-chuvas-alagam-cidades-causam-deslizamentos-e-deixam-ao-menos-9-mortos-no-estado-do-rj.html
Joven Pan,"Chuvas diminuem na capital paulista, mas Estado permanece em alerta","Aviso do CGE se estende por todas as regiões da cidade, incluindo as zonas norte, leste, oeste, sul, sudeste e o centro, além das marginais Tietê e Pinheiros",2025-02-04 19:04:01,https://jovempan.com.br/noticias/brasil/chuvas-diminuem-na-capital-paulista-mas-estado-permanece-em-alerta.html
Joven Pan,Pará decreta situação de emergência e proíbe queimadas no Estado,"Governo adotou medida após aumento no número de focos de incêndio nos últimos meses; ‘situação de urgência que precisa ser contida’, disse Helder Barbalho, governador do Estado",2024-08-28 06:03:07,https://jovempan.com.br/noticias/brasil/para-decreta-situacao-de-emergencia-e-proibe-queimadas-no-estado.html
G1,Defesa Civil alerta para riscos de queimada em dias de tempo seco,Defesa Civil alerta para riscos de queimada em dias de tempo seco&nbsp;&nbsp;G1,2023-07-25 07:00:00,https://news.google.com/rss/articles/CBMi-gFBVV95cUxPbUtIWEZnY0wyNEUtS1ptUzZCdTdlZnhUdzcwQUhKdnI0emQ2eWg5bVFqLThob2J3Y3h4MFVWTmVfUGZHV096ZF9LOEQxbWo4dzIwNUVYb0JaeUhQX0pBMmFmZjRFYWxIaXM4d1hRVS1FRUpOTy1pOWJwdDZvXzRiMkczNWxGWEpydGZ0NjNjMW1JUVlHb2pIVlJSb09NRmpHcmpnZmtTR1YyTlUwS29SUi1VT0prSXZtMTJINmcwLV9GTzFGbVVfTFBuZjdvS1RuZVFJRkt1WjdZLVpZVXBsd1QtdzZ5YlpNcHdybXNSTDdxYTFtS2NwMHdn0gH6AUFVX3lxTE9tS0hYRmdjTDI0RS1LWm1TNkJ1N2VmeFR3NzBBSEp2cjR6ZDZ5aDltUWotOGhvYndjeHgwVVZOZV9QZkdXT3pkX0s4RDFtajh3MjA1RVhvQlp5SFBfSkEyYWZmNEVhbEhpczh3WFFVLUVFSk5PLWk5YnB0Nm9fNGIyRzM1bEZYSnJ0ZnQ2M2MxbUlRWUdvakhWUlJvT01Gakdyamdma1NHVjJOVTBLb1JSLVVPSmtJdm0xMkg2ZzAtX0ZPMUZtVV9MUG5mN29LVG5lUUlGS3VaN1ktWllVcGx3VC13NnliWk1wd3Jtc1JMN3FhMW1LY3Awd2c?oc=5
Joven Pan,"Em época de chuvas, moradores temem novos deslizamentos de terra em São Paulo","Segundo a Defesa Civil, a capital paulista tem 481 áreas de risco, sendo a Zona Sul uma das regiões mais atingidas",2021-01-07 11:00:02,https://jovempan.com.br/programas/jornal-da-manha/em-epoca-de-chuvas-moradores-temem-novos-deslizamentos-de-terra-em-sao-paulo.html
G1,Bisavô de Ana Clara morre após saber que menina foi queimada em ataque,Bisavô de Ana Clara morre após saber que menina foi queimada em ataque&nbsp;&nbsp;G1,2014-01-06 08:00:00,https://news.google.com/rss/articles/CBMitAFBVV95cUxPeE5ISzV0T3R4NF9NdUVLTGc5NVNKeHVaSjByZFhBbFdTblVSUF9WenVjbm9VOUNHZDAzVWhqUkFuRUllbXlYWUtUeVNveTdPOWxqcmhQNFU2VHBLZXhxNDFFdjNEY2RTTGlyQlduMFZTNk5KMzZKTjNtSGdoZWZvUmJCOXpHeXYwY0xyMmNHeTM5b2JQb0d0S3gzM294Mmh1NmRlekdab2VYN3BteTNtSWp6NFY?oc=5
Joven Pan,Rodrigo Maia diz que ministro Eduardo Pazuello ‘é um desastre’,Presidente da Câmara questionou capacidade de logística do militar para a área de Saúde,2020-12-17 09:00:08,https://jovempan.com.br/programas/jornal-da-manha/rodrigo-maia-diz-que-ministro-eduardo-pazuello-e-um-desastre.html
Joven Pan,Frente fria provoca chuva e queda de temperaturas em SP e em outros Estados,"De acordo com informações da Climatempo, a combinação entre calor, umidade elevada e a aproximação da frente fria irão favorecer a ocorrência de pancadas de chuva moderadas a fortes, principalmente no período da tarde e da noite",2026-02-05 10:04:00,https://jovempan.com.br/noticias/brasil/frente-fria-provoca-chuva-e-queda-de-temperaturas-em-sp-e-em-outros-estados.html
Joven Pan,Frente fria traz risco de tempestades para a maior parte de São Paulo neste sábado,"Previsão do Instituto Nacional de Meteorologia indica chuvas intensas, ventos de até 100 km/h e queda de granizo para 590 cidades, incluindo a capital; há risco de alagamentos e queda de árvores",2025-10-18 09:04:09,https://jovempan.com.br/noticias/brasil/frente-fria-traz-risco-de-tempestades-para-a-maior-parte-de-sao-paulo-neste-sabado.html
Joven Pan,Chuvas no RS: Bombeiros encontram corpo de mulher e número de mortes chega a 49,"Restos mortais estava na cidade de São Valentim do Sul, interior do Estado",2023-09-19 22:05:08,https://jovempan.com.br/noticias/brasil/chuvas-no-rs-bombeiros-encontram-corpo-de-mulher-e-numero-de-mortes-chega-a-49.html
Joven Pan,Crise hídrica afeta 25 Estados do Brasil que sofrem com seca severas e queimadas,"Estiagem afeta diretamente a agricultura e a pecuária, com cerca de 900 mil hectares impactados por queimadas",2024-09-11 16:05:02,https://jovempan.com.br/noticias/brasil/crise-hidrica-afeta-25-estados-do-brasil-que-sofrem-com-seca-severas-e-queimadas.html
G1,Meteorologistas alertam para o risco de temporais nesta quinta-feira,Meteorologistas alertam para o risco de temporais nesta quinta-feira&nbsp;&nbsp;G1,2019-03-13 07:00:00,https://news.google.com/rss/articles/CBMigAJBVV95cUxNRGFmSnJFSkhnaDBzdzVLRk5ZNzgxd1VDbWN2ZkQ0SG9IbkFNcjZYU0JaZ1B1eDBNdk52ZGVwRzVCSlJkcnkyeWI3ZmpvcnhnUHZ4Y1FKYm5rTXZRM1dUYmNVQnFycVpURU8wUGZiZC1henBydDZkWmN1bUtjV0toOTBsRUxaUnZNdWUxcGJFSU5UU2RWR2dPOXBhRkxxU3NQNzRCeXpHOXZlSDUwa3J6OF9xaGtlN3dkNTgySk5fYVVTcnZoSTlSUm1GZlFtaGlfeUZuZ3NaN1BtamZpOVY1UUhkR3N6RUJZSWxvUUNRYmI5eWk4SlBFbER4VW96dDR10gGAAkFVX3lxTE1EYWZKckVKSGdoMHN3NUtGTlk3ODF3VUNtY3ZmRDRIb0huQU1yNlhTQlpnUHV4ME12TnZkZXBHNUJKUmRyeTJ5Yjdmam9yeGdQdnhjUUpibmtNdlEzV1RiY1VCcXJxWlRFTzBQZmJkLWF6cHJ0NmRaY3VtS2NXS2g5MGxFTFpSdk11ZTFwYkVJTlRTZFZHZ085cGFGTHFTc1A3NEJ5ekc5dmVINTBrcno4X3Foa2U3d2Q1ODJKTl9hVVNydmhJOVJSbUZmUW1oaV95Rm5nc1o3UG1qZmk5VjVRSGRHc3pFQllJbG9RQ1FiYjl5aThKUEVsRHhVb3p0NHU?oc=5
G1,Mãe de criança queimada continua em estado grave em Vilhena,Mãe de criança queimada continua em estado grave em Vilhena&nbsp;&nbsp;G1,2021-06-09 07:00:00,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOUjVmNjZvWWxzTUc1clZQYy1QUXMzSDdJOVp5YzRxLUJTVVo4WWpfU09EcGNQaWNrcXdfaHV4aHBKNDFybzhMQURDYkc3ejA0eEFIZEw5T3NmQjNRUW5rcHYwRU55dHhSbHpSUFRoYVhHTzdvQTlKdzR5Nk5kcGI0czljdk9Hb2Zub0hrMF9yLV9sUE93bzlvUnBTeTAzMFlzcm94Q2s1OVFWQzBtdjE1a1l3aTBoZlI5d3piMkV1Z0RTZTBSWFRDZ09RaVd1VDB0LXlyQnZxSHdYRHYxNC1yOG9Yd28wc2tqYUNzY0VqZ9IB7wFBVV95cUxOUjVmNjZvWWxzTUc1clZQYy1QUXMzSDdJOVp5YzRxLUJTVVo4WWpfU09EcGNQaWNrcXdfaHV4aHBKNDFybzhMQURDYkc3ejA0eEFIZEw5T3NmQjNRUW5rcHYwRU55dHhSbHpSUFRoYVhHTzdvQTlKdzR5Nk5kcGI0czljdk9Hb2Zub0hrMF9yLV9sUE93bzlvUnBTeTAzMFlzcm94Q2s1OVFWQzBtdjE1a1l3aTBoZlI5d3piMkV1Z0RTZTBSWFRDZ09RaVd1VDB0LXlyQnZxSHdYRHYxNC1yOG9Yd28wc2tqYUNzY0VqZw?oc=5
Joven Pan,Jovem Pan apoia campanhas de doações para famílias vítimas das chuvas no litoral de SP; saiba como ajudar,"Cruz Vermelha, Fundo Social de São Paulo e Central Única das Favelas são algumas das instituições atuando na questão; ao todo, 2,5 mil pessoas estão desalojadas ou desabrigadas na região após os deslizamentos de terra e desabamentos de imóveis ocorridos",2023-02-22 07:05:01,https://jovempan.com.br/noticias/brasil/jovem-pan-apoia-campanhas-de-doacoes-para-familias-vitimas-das-chuvas-no-litoral-de-sp-saiba-como-ajudar.html
Joven Pan,Mortos em Petrópolis chegam a 129 e Defesa Civil alerta para novos deslizamentos,"Segundo o Inmet, há previsão de chuva superior a 60mm/h ou acima de 100mm/dia, com alagamentos, transbordamento de rios e queda de encostas; ao menos 116 pessoas ainda estão desaparecidas",2022-02-18 08:00:08,https://jovempan.com.br/noticias/brasil/sirenes-voltam-a-tocar-em-nove-regioes-de-petropolis-numero-de-mortos-ja-chega-a-120.html
G1,"'Só via na televisão, é muito difícil', diz vítima de enchente em Ribeirão","'Só via na televisão, é muito difícil', diz vítima de enchente em Ribeirão&nbsp;&nbsp;G1",2013-12-10 08:00:00,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOR1dreTVaS1M5QV82Z2pxMHJ5bkZfcFNtZmtleklfMnpTcnhRYnhMSTRYMXFya1M4QUtMQW93M01UaXNFMjVNcV8tcEVTbmJoYVVRTFFvNGd6blZUekxKTVNFVHQybTNpT294TG1JcGNmQ3pYTWFpaTgyYlZRcmtHVW14dklENVgwMEVVanh6VlJ6d1JiZHF3YzBUdU5JRmdyTDlMc0xsazVUQ1FseEVOZF9HUmtXdWh1blJEOHBFSEdfSGN6QThRQUVJYk0wSENOODlQQVB3?oc=5
Joven Pan,Chuva causa alagamentos e provoca transtornos em São Paulo,"Temporal começou por volta das 15h, acompanhado de ventos que atingiram 78 km/h, conforme dados da Defesa Civil",2025-03-18 23:04:01,https://jovempan.com.br/noticias/brasil/chuva-causa-alagamentos-e-provoca-transtornos-em-sao-paulo.html
Joven Pan,Veja como ajudar as vítimas de ciclone no RS,Cobertores e colchões estão entre os itens de maior necessidade para os afetados pelas inundações,2023-09-12 19:00:07,https://jovempan.com.br/noticias/brasil/veja-como-ajudar-as-vitimas-de-ciclone-no-rs.html
Joven Pan,"Frente fria avança sobre SP e traz chuva, ventos fortes e queda nas temperaturas","Na capital paulista, os termômetros devem chegar a 12°C durante as madrugadas",2026-05-09 09:05:07,https://jovempan.com.br/noticias/brasil/frente-fria-avanca-sobre-sp-e-traz-chuva-ventos-fortes-e-queda-nas-temperaturas.html
Joven Pan,"Melhora da economia deve agravar situação de reservatórios na seca, diz ONS","Segundo o Operador Nacional do Sistema Elétrico, o impacto maior deve ser maior nos subsistemas Sul e Nordeste, com as reservas chegando quase ao limite em novembro",2021-07-23 06:01:07,https://jovempan.com.br/programas/jornal-da-manha/melhora-da-economia-deve-agravar-situacao-de-reservatorios-na-seca-diz-ons.html
G1,Governo de SP inicia licitação para pôlder contra enchente na Vila Itaim,Governo de SP inicia licitação para pôlder contra enchente na Vila Itaim&nbsp;&nbsp;G1,2016-10-21 07:00:00,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQTm1DX2hneTUxOHBmQlZWZWRiY2M1YW9tWUhCQ0JSYUhTOG1iYXB6R0ZzTTFKN2FKQVh3WmFaWEFMWXRnMkFXWi1lVThNQ19jWWxsdE9NbzZ2VUFzSVRMa2JfM01WVDRoV3c0OXduUjdJaVd3WjF3WnlCNExMWjFIc2p6NFRjZ29iMUdXWHJTeU10Ny1RNXhDU1NUenMyXzdrN2NZOHZiMVVqbE1FT1BSS0xMT0xHSjJGOHN0c2FZSUV4Zw?oc=5
Joven Pan,Inmet emite alerta para onda de calor tempestades nos últimos dias de 2025,O instituto prevê que a maior parte do Brasil deve apresentar chuvas durante a virada de ano,2025-12-29 16:00:00,https://jovempan.com.br/noticias/brasil/inmet-emite-alerta-para-onda-de-calor-tempestades-nos-ultimos-dias-de-2025.html
Joven Pan,Governo de Santa Catarina coloca 82 cidades em estado de emergência por causa das chuvas,Medida visa garantir atendimento prioritário e a liberação de mantimentos e recursos para os municípios,2023-10-07 18:01:08,https://jovempan.com.br/noticias/brasil/governo-de-santa-catarina-coloca-82-cidades-em-estado-de-emergencia-por-causa-das-chuvas.html
G1,"Após temporal, lojas criam 'Black Enchente' para amenizar prejuízos","Após temporal, lojas criam 'Black Enchente' para amenizar prejuízos&nbsp;&nbsp;G1",2015-11-25 08:00:00,https://news.google.com/rss/articles/CBMixgFBVV95cUxQdXkxM3JGLTVBdERQV0ZRSDVoMFl6czkza0pVM0dEYmlIZURaTXFoRkZxcUQtLUpIZkhiaDQ4TDM5LUFGNXpWOTJCZmNBOEd4am8tajBONGVab1RNZEZ5TWpyR3RNNFd0WVptMlZJeHI5RlNxZGUyTWhJV0RybENyeHNsQkw2eTRuSHZvY0w1MjF1eE9mNThLWUZ4Y2VQN2FXZHdral9DYUxrYk1wM0x6cmV5NUIxdGpwb0laU2NHVjhLelZlaUE?oc=5
G1,Mulher morta após ter sido queimada em Mogi é enterrada,Mulher morta após ter sido queimada em Mogi é enterrada - notícias em Mogi das Cruzes e Suzano&nbsp;&nbsp;G1,2015-11-24 08:00:00,https://news.google.com/rss/articles/CBMizAFBVV95cUxQeFN2c0lyT19XTzdoSURJR1MySXRTb1JNYUxTZTJNbFFDcE04VzQ4UDZDV0xBZ3ZScXh1V3kycTd5MUtyOEJUd0c3dXJSVG9CVHNXLXZvUlU4a1ZtSEJZd29wcEoyUFowT3R3SWFCY1JFZjlQSEFnaWhheTQ2WkVDdmMxRzNHNFBDUjdYUVBVWUxHV1R1UkE5Z202Ylh2NFIxMEhNRENmX2xOOEJWelZhY1NTQXZDNE9HRTQ0a2pudExiWE81c1ZZX1Zqd0k?oc=5
Joven Pan,Dino diz que data para fim de processo sobre queimadas depende de cumprimento das decisões do STF,O ministro afirmou que a atuação do Judiciário no tema é ‘um caminho facilitador das articulações institucionais e federativas para cumprimento da decisão do Supremo’,2024-09-19 12:02:05,https://jovempan.com.br/noticias/brasil/dino-diz-que-data-para-fim-de-processo-sobre-queimadas-depende-de-cumprimento-das-decisoes-do-stf.html
Folha de S.Paulo,Enchente isola 2.000 famílias em Campos,Enchente isola 2.000 famílias em Campos - 01/12/2008&nbsp;&nbsp;Folha de S.Paulo,2008-12-01 08:00:00,https://news.google.com/rss/articles/CBMia0FVX3lxTE9VN0dOZVJHcHBxeEtaaHFhZzRoMjM1NlN0akhPaW8zcHdSY3dyVnl5a1RkY2tWZVFkaWdqam5LOWtxTkVvYXF2MlBuMXBUUXpaa0wzV1FxT0w5WDhndHhPX25MQXBXb3FRTGd3?oc=5
Joven Pan,"A tragédia no caso Dom Phillips e Bruno Pereira, novo reajuste nos preços dos combustíveis e muito mais: confira os destaques da semana","‘Ponto Final’, da Jovem Pan News, também fala sobre os principais cotados para compor a chapa do presidente Jair Bolsonaro (PL) para as eleições e o aumento de casos da varíola dos macacos no Brasil",2022-06-18 10:02:01,https://jovempan.com.br/noticias/brasil/a-tragedia-no-caso-dom-phillips-e-bruno-pereira-novo-reajuste-nos-precos-dos-combustiveis-e-muito-mais-confira-os-destaques-da-semana.html
Joven Pan,CBF adia jogos de equipes gaúchas devido às fortes chuvas no Rio Grande do Sul,"Medida afeta 12 jogos de diversas competições e divisões do futebol brasileiro; Estado vive situação de emergência, com 31 mortos, 74 desaparecidos e 56 feridos",2024-05-03 13:01:03,https://jovempan.com.br/noticias/brasil/cbf-adia-jogos-de-equipes-gauchas-devido-as-fortes-chuvas-no-rio-grande-do-sul.html
Joven Pan,Balneário Camboriú decreta situação de emergência após chuvas,"Em entrevista ao Jornal da Manhã, prefeita da cidade, Juliana Pavan, comunicou que, embora a situação esteja se normalizando, ainda há preocupações com a possibilidade de novos deslizamentos",2025-01-17 09:05:00,https://jovempan.com.br/programas/jornal-da-manha/balneario-camboriu-decreta-situacao-de-emergencia-apos-chuvas.html
G1,"Uma semana após enchente, Franco da Rocha tem lama e desabrigados","Uma semana após enchente, Franco da Rocha tem lama e desabrigados&nbsp;&nbsp;G1",2016-03-18 07:00:00,https://news.google.com/rss/articles/CBMitwFBVV95cUxPbTRVZ0N6RzZqWlNBQTJKejlMM2Y2TFJkV2ROMTFFaUdSSVVGWmI1dkktMzFMWnFJbnpTTF95MTRWdEhnN210QjFPNnFSbGVLTHFDQmFQVHVnUGhPaEpZTVdnTWZGTEI0dTBJOTNsREl0RFVOcUlnZnlvUHRfZzV0cVdRbnpRNlVOSkRNTHBJY2VuUVMyYnhUSHh4OGlsdF9UazNxNHd6eU0yY2VPSWNIZGZ6UHZRdGPSAbYBQVVfeXFMUDY3N25EWmxYOEVPc1hnb3NXU1NhVXdlYVhVOW04eFh2RDNWbVBoYzN4UnRZaHc2NF9JcUxjQ1N3RXFaZ0hYTDVfOHVHejVBWmlpNjI2WWNHeDI1V0JBSGJpWVpoRHdUNFRZYUYzYWkzaWduS2xxcVhXVTBkTmhySWR4MFNfY2k1amI5LTI3TF9CY2FCWkhVTmcwNEJyR21wbTRLTWpGbDlCakJ6MjN3ZXlaVFVKRWc?oc=5
Joven Pan,Estação Rodoviária de Porto Alegre volta a funcionar após ser fechada por causa de tragédia no RS,"Retomada dos serviços no endereço oficial atenderá 116 municípios do estado, com cerca de 90 horários diários",2024-06-07 16:05:05,https://jovempan.com.br/noticias/brasil/estacao-rodoviaria-de-porto-alegre-volta-a-funcionar-apos-ser-fechada-por-causa-de-tragedia-no-rs.html
Joven Pan,Bancos adotam medidas para ajudar vítimas das chuvas no Rio Grande do Sul,"Itaú, Bradesco, Santander, BTG Pactual, Banco do Brasil e Caixa Econômica Federal liberaram ‘saque calamidade’ do FGTS e auxílio para funcionários e familiares",2024-05-05 22:05:00,https://jovempan.com.br/noticias/economia/bancos-adotam-medidas-para-ajudar-vitimas-das-chuvas-no-rio-grande-do-sul.html
Joven Pan,"Em deslizamento no Rio, pedra destrói casa e prende pernas de jovem por 5 horas","Lucas da Silva era o único dos seis moradores que estava na residência; após o resgate, ele foi levado em estado grave ao hospital",2022-04-16 19:01:09,https://jovempan.com.br/noticias/brasil/em-deslizamento-no-rio-pedra-destroi-casa-e-prende-pernas-de-jovem-por-5-horas.html
Joven Pan,TCU diz que há 17 capitais sem preparo para recuperação de desastres climáticos,"Além disso, o relatório também indica que  24 estados possuem planos para redução do efeito estufa, mas apenas sete definiram metas concretas",2025-11-11 14:00:01,https://jovempan.com.br/noticias/brasil/tcu-diz-que-ha-17-capitais-sem-preparo-para-recuperacao-de-desastres-climaticos.html
Joven Pan,Guaidó participa de audiência na Câmara brasileira e diz que ‘tragédia do povo venezuelano não é narrativa’,"Opositor do presidente Nicolás Maduro na Venezuela voltou a criticar duramente o mandatário, acusado de implementar uma ditadura no país vizinho",2023-05-31 19:01:05,https://jovempan.com.br/noticias/brasil/guaido-participa-de-audiencia-na-camara-brasileira-recebe-apoio-de-deputados-e-diz-que-tragedia-do-povo-venezuelano-nao-e-narrativa.html
Joven Pan,Motorista de aplicativo morre após carro ficar submerso em alagamento em São Paulo,"Com essa fatalidade, o número de vítimas das chuvas na região subiu para 21 desde o início da Operação Verão",2025-02-19 17:02:03,https://jovempan.com.br/noticias/brasil/motorista-de-aplicativo-morre-apos-carro-ficar-submerso-em-alagamento-em-sao-paulo.html
Joven Pan,Sobe para 151 o número de mortos em decorrência das chuvas e enchentes no Rio Grande do Sul,"Registro de desaparecidos recuou para 104; temporais já afetaram mais de 2,2 milhões de gaúchos em 458 municípios, o que equivale a 92% de todo o Estado",2024-05-16 14:05:02,https://jovempan.com.br/noticias/brasil/sobe-para-151-o-numero-de-mortos-em-decorrencia-das-chuvas-e-enchentes-no-rio-grande-do-sul.html
Joven Pan,São Paulo chega a oito mortes decorrentes das chuvas que castigaram o Estado,"Vítima estava internada após ser atingida por uma árvore, em Ibiúna, mas não resistiu aos ferimentos e morreu",2023-11-07 14:00:06,https://jovempan.com.br/noticias/brasil/sao-paulo-chega-a-oito-mortes-decorrentes-das-chuvas-que-castigaram-o-estado.html
Joven Pan,Passageiros ficam cerca de 10 horas presos em trem no PR durante ciclone,"Segundo a empresa Serra Verde Express, paralisação foi necessária devido aos galhos e árvores nos trilhos; passeios desta sexta foram cancelados",2023-07-14 13:01:03,https://jovempan.com.br/noticias/brasil/passageiros-ficam-cerca-de-10-horas-presos-em-trem-no-pr-durante-ciclone.html
Joven Pan,Defesa Civil de São Paulo alerta para risco de queimadas até quarta,"Para combater os incêndios, Estado conta com cerca de 15 mil agentes e 20 aeronaves",2024-10-01 08:03:06,https://jovempan.com.br/programas/jornal-da-manha/defesa-civil-de-sao-paulo-alerta-para-risco-de-queimadas-ate-quarta.html
Joven Pan,Bombeiros encontram ossada em Brumadinho após mais de três anos da tragédia,Ainda não é possível afirmar que a localização resultará em nova identificação de vítima; equipes ainda buscam seis desaparecidos,2022-05-03 15:02:04,https://jovempan.com.br/noticias/brasil/bombeiros-encontram-ossada-em-brumadinho-apos-mais-de-tres-anos-da-tragedia.html
Joven Pan,Passagem de ciclone traz frente fria à região Sul do Brasil,"Fenômeno começará a se formar madrugada desta segunda-feira, 4, no oeste do Estado; Defesa Civil alerta para temporais, descargas elétricas, eventual queda de granizo e rajadas de vento",2023-09-02 17:01:00,https://jovempan.com.br/noticias/brasil/passagem-de-ciclone-traz-frente-fira-a-regiao-sul-do-brasil.html
G1,Rapaz 'surfa' em água de enchente em parque de Curitiba; veja o vídeo,Rapaz 'surfa' em água de enchente em parque de Curitiba; veja o vídeo - notícias em Paraná&nbsp;&nbsp;G1,2015-10-23 07:00:00,https://news.google.com/rss/articles/CBMivwFBVV95cUxObThiS3VVOWc2bVZRMF96c3hucUg2cTNIZlB5cGxJdnRFSlB2bndidWIzaTM3eXVPdllGd1REZlBTWGZfUUtLeVI0Z1NiV0VBcW90aDdQVlRyckJnQXlHTDhjQnB3Rl9QQUtKZTV5M3MzTDg5bEZOT05YQzdpNnFHU3VHdlRpQXpzT3pHbmVjaXpOM29XemRSeDdRVndpSmFjbW9nbnlQS01xZGhLQlItLUZOampVZFZqcUFEaV84WQ?oc=5
